,EmployeeNumber,Age,Tenure,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
1367,1368,41,5,No,34.24,40,Salary,71233.2,57.7366990846682,Research,Female,Divorced,3.0,5.0,Mail Check,No
1368,1369,47,9,No,54.93,40,Salary,114254.4,57.73669908466819,Sales,Male,Single,7.0,19.0,Mail Check,No
1369,1370,53,16,No,53.22,40,Salary,110697.6,57.73669908466819,Healthcare,Female,Single,1.0,11.0,Mail Check,No
1370,1371,50,14,Yes,53.96,40,Salary,112236.8,84.0,Research,Male,Married,8.0,14.9435790506562,Mail Check,Yes
1371,1372,36,7,Yes,27.81,40,Salary,57844.8,57.73669908466819,Manufacturing,Female,Married,4.0,17.0,Direct Deposit,Yes
1372,1373,54,19,No,73.77,40,Salary,153441.6,57.73669908466819,Research,Prefer Not to Answer,Divorced,7.0,14.9435790506562,Direct Deposit,Yes
1373,1374,58,5,No,82.05,40,Salary,170664.0,43.0,Laboratory,Female,Divorced,7.0,6.0,Mail Check,Yes
1374,1375,40,5,No,91.26,40,Salary,289820.8,57.73669908466819,Manufacturing,Female,Single,4.219985164776942,14.9435790506562,Mail Check,No
1375,1376,40,5,No,32.51,40,Salary,67620.8,57.73669908466819,Manufacturing,Male,Divorced,7.0,6.0,Direct Deposit,Yes
1376,1377,51,6,No,66.73,40,Salary,138798.4,76.0,Research,Male,Single,6.0,14.9435790506562,Mail Check,No
1377,1378,30,4,No,28.84,40,Salary,59987.2,59.0,Information Technology,Male,Married,3.0,14.9435790506562,Mail Check,Yes
1378,1379,36,3,No,31.35,40,Salary,65208.0,73.0,Manufacturing,Female,Divorced,3.0,15.0,Direct Deposit,No
1379,1380,59,11,Yes,80.08,40,Salary,166566.4,89.0,Marketing,Female,Divorced,2.0,16.0,Mail Check,Yes
1380,1381,23,1,No,20.2,40,Salary,42016.0,57.73669908466819,Sales,Male,Single,1.0,14.9435790506562,Mail Check,Yes
1381,1382,43,4,Yes,57.42,40,Salary,133433.6,27.0,Research,Male,Single,2.0,12.0,Direct Deposit,No
1382,1383,36,6,No,72.32,40,Salary,150425.6,75.0,Research,Female,Married,4.0,23.0,Mail Check,Yes
1383,1384,51,5,No,43.23,40,Salary,89928.4,57.7366990846682,Research,Male,Divorced,9.0,15.0,Mail Check,Yes
1384,1385,39,2,No,53.64,40,Salary,111571.2,39.0,Sales,Female,Married,5.0,20.0,Direct Deposit,Yes
1385,1386,43,4,No,93.71,40,Salary,334916.8,55.0,Research,Female,Married,5.0,22.0,Direct Deposit,Yes
1386,1387,43,9,Yes,95.65,40,Salary,338952.0,57.7366990846682,Manufacturing,Male,Married,4.0,9.0,Mail Check,Yes
1387,1388,54,8,No,76.17,40,Salary,158433.6,84.0,Information Technology,Female,Divorced,4.219985164776942,13.0,Mail Check,Yes
1388,1389,44,10,Yes,91.53,40,Salary,330382.4,79.0,Research,Male,Single,5.0,8.0,Direct Deposit,No
1389,1390,30,4,No,25.26,40,Salary,52540.8,43.0,Sales,Male,Married,2.0,14.9435790506562,Mail Check,No
1390,1391,41,5,Yes,86.98,40,Salary,280928.4,57.7366990846682,Marketing,Female,Married,8.0,14.9435790506562,Mail Check,Yes
1391,1392,30,7,No,31.17,40,Salary,64833.6,75.0,Healthcare,Female,Single,1.0,24.0,Direct Deposit,Yes
1392,1393,48,20,No,61.21,40,Salary,127316.8,51.0,Sales,Female,Married,5.0,14.9435790506562,Mail Check,Yes
1393,1394,51,12,No,78.33,40,Salary,162926.4,57.73669908466819,Sales,Female,Married,1.0,7.0,Direct Deposit,Yes
1394,1395,41,10,Yes,46.45,40,Salary,96616.0,62.0,Healthcare,Male,Divorced,1.0,5.0,Mail Check,Yes
1395,1396,29,1,No,23.6,40,Salary,49088.0,57.7366990846682,Sales,Male,Single,3.0,21.0,Mail Check,Yes
1396,1397,21,1,Yes,21.75,40,Salary,45240.0,57.7366990846682,Marketing,Male,Married,3.0,10.0,Mail Check,No
1397,1398,38,4,Yes,30.92,40,Salary,64313.6,81.0,Research,Female,Married,1.0,23.0,Mail Check,Yes
1398,1399,58,17,Yes,83.45,40,Salary,173576.0,57.73669908466819,Research,Female,Divorced,1.0,14.0,Direct Deposit,Yes
1399,1400,56,9,Yes,93.14,40,Salary,333731.2,57.73669908466819,Human Resources,Female,Married,4.219985164776942,14.9435790506562,Mail Check,Yes
1400,1401,45,10,Yes,66.8,40,Salary,138944.0,57.73669908466819,Laboratory,Male,Single,4.0,22.0,Mail Check,No
1401,1402,21,1,Yes,21.28,40,Salary,44262.4,24.0,Marketing,Male,Married,2.0,13.0,Mail Check,Yes
1402,1403,37,5,Yes,72.26,40,Salary,150300.8,57.73669908466819,Laboratory,Female,Single,1.0,20.0,Mail Check,No
1403,1404,36,1,Yes,76.41,40,Salary,158932.8,51.0,Manufacturing,Female,Divorced,6.0,23.0,Mail Check,Yes
1404,1405,57,11,No,41.47,40,Salary,86257.6,76.0,Marketing,Female,Single,5.0,9.0,Mail Check,Yes
1405,1406,32,3,No,25.74,40,Salary,53539.2,57.73669908466819,Laboratory,Male,Single,1.0,13.0,Mail Check,Yes
1406,1407,27,1,No,21.61,40,Salary,44948.8,36.0,Laboratory,Male,Married,3.0,23.0,Direct Deposit,Yes
1407,1408,37,5,Yes,35.94,40,Salary,74755.2,55.0,Sales,Female,Single,1.0,14.9435790506562,Mail Check,Yes
1408,1409,29,3,Yes,24.14,40,Salary,50211.2,57.7366990846682,Sales,Male,Divorced,3.0,25.0,Mail Check,Yes
1409,1410,44,19,No,52.84,40,Salary,109907.2,57.7366990846682,Sales,Male,Divorced,4.219985164776942,23.0,Direct Deposit,Yes
1410,1411,52,13,No,79.97,40,Salary,166337.6,33.0,Healthcare,Male,Single,2.0,10.0,Mail Check,No
1411,1412,47,6,No,49.67,40,Salary,103313.6,57.73669908466819,Human Resources,Female,Divorced,9.0,25.0,Mail Check,Yes
1412,1413,38,2,Yes,30.76,40,Salary,63980.8,33.0,Marketing,Female,Married,6.0,14.9435790506562,Mail Check,Yes
1413,1414,56,12,No,90.73,40,Salary,288728.4,43.0,Sales,Female,Divorced,9.0,14.9435790506562,Mail Check,Yes
1414,1415,54,18,No,68.58,40,Salary,142646.4,57.73669908466819,Research,Prefer Not to Answer,Single,8.0,20.0,Mail Check,No
1415,1416,61,20,Yes,35.75,40,Salary,74360.0,57.73669908466819,Sales,Male,Single,1.0,14.9435790506562,Direct Deposit,Yes
1416,1417,43,6,Yes,54.36,40,Salary,113068.8,80.0,Sales,Male,Divorced,5.0,14.9435790506562,Mail Check,Yes
1417,1418,37,2,No,27.32,40,Salary,56825.6,26.0,Sales,Female,Married,2.0,14.9435790506562,Direct Deposit,Yes
1418,1419,33,4,Yes,28.97,40,Salary,60257.6,57.0,Laboratory,Female,Divorced,3.0,9.0,Mail Check,Yes
1419,1420,36,5,No,68.33,40,Salary,142835.2,64.0,Marketing,Female,Divorced,5.0,5.0,Direct Deposit,Yes
1420,1421,32,2,Yes,23.36,40,Salary,48588.8,57.73669908466819,Information Technology,Male,Divorced,1.0,17.0,Mail Check,Yes
1421,1422,49,9,Yes,57.4,40,Salary,133392.0,76.0,Marketing,Female,Divorced,9.0,25.0,Mail Check,Yes
1422,1423,25,2,No,17.48,40,Salary,36358.4,43.0,Marketing,Female,Married,1.0,23.0,Direct Deposit,No
1423,1424,50,18,No,67.53,40,Salary,140462.4,33.0,Sales,Female,Divorced,6.0,13.0,Direct Deposit,Yes
1424,1425,31,8,No,30.48,40,Salary,122304.35966790037,57.73669908466819,Marketing,Male,Single,2.0,18.0,Mail Check,Yes
1425,1426,54,20,Yes,31.98,40,Salary,66528.4,30.0,Information Technology,Male,Single,1.0,14.9435790506562,Direct Deposit,Yes
1426,1427,60,10,Yes,94.24,40,Salary,336033.2,66.0,Sales,Female,Single,8.0,24.0,Mail Check,No
1427,1428,55,13,Yes,47.07,40,Salary,97905.6,57.73669908466819,Sales,Male,Divorced,2.0,9.0,Mail Check,Yes
1428,1429,48,10,No,47.44,40,Salary,98675.2,54.0,Laboratory,Female,Divorced,3.0,20.0,Mail Check,Yes
1429,1430,56,19,No,41.3,40,Salary,85904.0,28.0,Marketing,Male,Divorced,2.0,16.0,Direct Deposit,Yes
1430,1431,41,8,Yes,44.54,40,Salary,92643.2,63.0,Information Technology,Male,Married,4.219985164776942,7.0,Mail Check,Yes
1431,1432,22,1,Yes,17.38,40,Salary,36150.4,57.73669908466819,Sales,Female,Married,1.0,12.0,Direct Deposit,No
1432,1433,41,1,No,55.15,40,Salary,114712.0,74.0,Information Technology,Female,Divorced,4.0,14.0,Mail Check,Yes
1433,1434,48,13,No,45.58,40,Salary,94806.4,81.0,Healthcare,Female,Divorced,1.0,5.0,Mail Check,Yes
1434,1435,41,2,Yes,93.55,40,Salary,334584.0,57.73669908466819,Sales,Female,Single,3.0,14.9435790506562,Mail Check,No
1435,1436,22,1,No,20.27,40,Salary,42161.6,57.73669908466819,Human Resources,Female,Single,2.0,18.0,Mail Check,Yes
1436,1437,56,9,No,94.59,40,Salary,336747.2,57.73669908466819,Laboratory,Female,Single,8.0,8.0,Mail Check,No
1437,1438,60,10,Yes,73.7,40,Salary,153296.0,57.7366990846682,Research,Male,Single,5.0,5.0,Mail Check,No
1438,1439,60,16,Yes,96.04,40,Salary,339763.2,49.0,Sales,Prefer Not to Answer,Single,4.0,8.0,Direct Deposit,No
1439,1440,44,12,Yes,65.54,40,Salary,136323.2,57.73669908466819,Human Resources,Female,Married,4.0,14.9435790506562,Mail Check,Yes
1440,1441,43,6,No,93.37,40,Salary,334209.6,85.0,Research,Male,Divorced,1.0,13.0,Mail Check,Yes
1441,1442,41,1,Yes,75.15,40,Salary,156312.0,78.0,Manufacturing,Female,Single,7.0,15.0,Mail Check,No
1442,1443,32,10,No,30.65,40,Salary,63752.0,57.73669908466819,Sales,Female,Married,1.0,18.0,Mail Check,Yes
1443,1444,58,17,Yes,64.86,40,Salary,134908.8,57.73669908466819,Marketing,Female,Single,4.0,6.0,Mail Check,No
1444,1445,36,6,No,86.35,40,Salary,179608.0,78.0,Manufacturing,Female,Married,2.0,12.0,Mail Check,Yes
1445,1446,57,9,No,55.12,40,Salary,114649.6,84.0,Information Technology,Male,Married,7.0,7.0,Mail Check,Yes
1446,1447,49,16,Yes,54.9,40,Salary,114332.0,57.73669908466819,Laboratory,Female,Married,1.0,14.9435790506562,Direct Deposit,Yes
1447,1448,34,1,No,24.91,40,Salary,52812.8,57.73669908466819,Marketing,Male,Divorced,1.0,6.0,Mail Check,No
1448,1449,42,5,No,34.84,40,Salary,72467.2,57.7366990846682,Healthcare,Female,Single,1.0,18.0,Mail Check,Yes
1449,1450,31,3,No,23.59,40,Salary,49067.2,57.7366990846682,Research,Male,Divorced,1.0,5.0,Direct Deposit,Yes
1450,1451,59,5,No,37.34,40,Salary,77667.2,48.0,Research,Female,Single,1.0,14.9435790506562,Mail Check,Yes
1451,1452,54,7,Yes,32.63,40,Salary,67870.4,57.73669908466819,Laboratory,Female,Single,5.0,14.9435790506562,Mail Check,Yes
1452,1453,61,17,Yes,51.14,40,Salary,106371.2,55.0,Sales,Female,Married,6.0,9.0,Mail Check,Yes
1453,1454,37,2,Yes,91.37,40,Salary,330049.6,62.0,Marketing,Female,Divorced,4.0,16.0,Mail Check,Yes
1454,1455,39,7,Yes,26.2,40,Salary,54496.0,74.0,Manufacturing,Female,Married,6.0,12.0,Mail Check,No
1455,1456,31,7,No,24.07,40,Salary,50065.6,57.73669908466819,Laboratory,Male,Divorced,3.0,23.0,Mail Check,Yes
1456,1457,39,2,No,41.48,40,Salary,86278.4,77.0,Research,Male,Single,5.0,14.0,Mail Check,Yes
1457,1458,53,7,Yes,87.71,40,Salary,282436.8,57.7366990846682,Manufacturing,Female,Divorced,7.0,14.0,Mail Check,Yes
1458,1459,39,10,No,76.12,40,Salary,158329.6,51.0,Healthcare,Female,Single,5.0,10.0,Mail Check,No
1459,1460,51,16,No,88.43,40,Salary,283934.4,71.0,Research,Female,Married,6.0,14.9435790506562,Mail Check,Yes
1460,1461,22,1,Yes,17.37,40,Salary,36129.6,69.0,Sales,Female,Single,1.0,8.0,Mail Check,Yes
1461,1462,29,3,Yes,24.98,40,Salary,53358.4,57.73669908466819,Laboratory,Female,Single,3.0,14.9435790506562,Mail Check,Yes
1462,1463,49,14,Yes,77.49,40,Salary,161179.2,57.73669908466819,Information Technology,Female,Divorced,7.0,16.0,Mail Check,Yes
1463,1464,36,2,Yes,65.47,40,Salary,136177.6,51.0,Sales,Female,Single,5.0,24.0,Mail Check,No
1464,1465,56,16,No,44.74,40,Salary,93059.2,68.0,Sales,Female,Single,6.0,13.0,Direct Deposit,No
1465,1466,37,5,Yes,30.33,40,Salary,63086.4,57.73669908466819,Manufacturing,Female,Married,2.0,8.0,Mail Check,Yes
1466,1467,61,18,Yes,47.26,40,Salary,98300.8,67.0,Sales,Female,Divorced,8.0,24.0,Mail Check,Yes
1467,1468,36,4,Yes,27.28,40,Salary,56742.4,38.0,Manufacturing,Male,Divorced,4.0,14.9435790506562,Mail Check,No
1468,1469,49,13,No,77.61,40,Salary,161428.8,50.0,Sales,Female,Single,6.0,9.0,Mail Check,No
1469,1470,39,2,No,26.45,40,Salary,55016.0,66.0,Marketing,Male,Divorced,3.0,7.0,Mail Check,Yes
1470,1471,59,16,Yes,54.96,40,Salary,114316.8,89.0,Sales,Female,Divorced,9.0,18.0,Mail Check,Yes
1471,1472,36,3,No,47.57,40,Salary,98945.6,57.7366990846682,Information Technology,Male,Divorced,4.0,5.0,Mail Check,Yes
1472,1473,40,1,No,61.51,40,Salary,127940.8,57.73669908466819,Marketing,Female,Married,2.0,11.0,Mail Check,Yes
1473,1474,43,2,No,80.35,40,Salary,167128.0,46.0,Sales,Female,Divorced,2.0,18.0,Mail Check,Yes
1474,1475,24,1,Yes,20.95,40,Salary,43576.0,86.0,Sales,Female,Single,3.0,10.0,Mail Check,Yes
1475,1476,60,9,Yes,87.91,40,Salary,282852.8,37.0,Marketing,Female,Married,5.0,11.0,Direct Deposit,Yes
1476,1477,35,6,No,22.84,40,Salary,47507.2,45.0,Research,Female,Married,5.0,18.0,Direct Deposit,Yes
1477,1478,46,11,Yes,34.43,40,Salary,71614.4,57.73669908466819,Information Technology,Male,Divorced,3.0,16.0,Mail Check,Yes
1478,1479,60,14,No,49.47,40,Salary,102897.6,78.0,Manufacturing,Male,Divorced,5.0,5.0,Mail Check,Yes
1479,1480,22,1,Yes,20.78,40,Salary,43222.4,57.73669908466819,Sales,Male,Married,2.0,9.0,Mail Check,No
1480,1481,60,12,Yes,66.68,40,Salary,138694.4,36.0,Human Resources,Female,Single,2.0,5.0,Direct Deposit,No
1481,1482,61,15,Yes,55.97,40,Salary,116417.6,60.0,Healthcare,Female,Divorced,3.0,10.0,Mail Check,Yes
1482,1483,42,9,No,68.79,40,Salary,143083.2,57.73669908466819,Research,Female,Divorced,9.0,23.0,Mail Check,Yes
1483,1484,36,5,Yes,28.53,40,Salary,59342.4,48.0,Research,Female,Married,4.0,21.0,Mail Check,Yes
1484,1485,47,17,Yes,44.81,40,Salary,93204.8,32.0,Manufacturing,Female,Married,7.0,15.0,Direct Deposit,No
1485,1486,45,16,No,47.43,40,Salary,98654.4,53.0,Laboratory,Male,Divorced,4.219985164776942,6.0,Mail Check,Yes
1486,1487,57,5,No,52.45,40,Salary,109096.0,64.0,Manufacturing,Female,Single,8.0,5.0,Mail Check,No
1487,1488,48,9,No,48.11,40,Salary,100068.8,57.73669908466819,Human Resources,Female,Married,4.0,14.9435790506562,Mail Check,Yes
1488,1489,33,6,Yes,30.96,40,Salary,64396.8,75.0,Sales,Male,Single,2.0,23.0,Mail Check,Yes
1489,1490,58,13,Yes,91.56,40,Salary,330444.8,31.0,Manufacturing,Male,Divorced,7.0,14.9435790506562,Mail Check,Yes
1490,1491,46,20,No,42.13,40,Salary,87630.4,57.73669908466819,Research,Male,Single,3.0,6.0,Mail Check,Yes
1491,1492,59,18,No,37.72,40,Salary,78457.6,57.73669908466819,Research,Male,Single,8.0,6.0,Mail Check,Yes
1492,1493,33,8,Yes,26.62,40,Salary,55369.6,25.0,Research,Male,Divorced,2.0,15.0,Direct Deposit,No
1493,1494,39,4,Yes,29.12,40,Salary,57150.4,88.0,Sales,Male,Divorced,2.0,16.0,Direct Deposit,No
1494,1495,42,4,No,36.45,40,Salary,75816.0,57.73669908466819,Healthcare,Female,Single,4.0,15.0,Mail Check,Yes
1495,1496,38,5,Yes,29.89,40,Salary,62171.2,57.73669908466819,Sales,Male,Divorced,4.0,17.0,Direct Deposit,Yes
1496,1497,37,5,Yes,28.99,40,Salary,60299.2,59.0,Research,Female,Divorced,2.0,13.0,Mail Check,No
1497,1498,49,12,No,43.51,40,Salary,90500.8,57.73669908466819,Marketing,Female,Divorced,4.0,11.0,Mail Check,Yes
1498,1499,36,10,Yes,61.35,40,Salary,127608.0,57.73669908466819,Laboratory,Male,Divorced,4.0,14.9435790506562,Mail Check,Yes
1499,1500,57,16,No,69.16,40,Salary,143852.8,50.0,Marketing,Female,Married,2.0,14.9435790506562,Mail Check,Yes
1500,1501,49,13,No,54.26,40,Salary,112860.8,76.0,Manufacturing,Female,Single,7.0,12.0,Direct Deposit,No
1501,1502,39,2,Yes,83.38,40,Salary,173430.4,57.73669908466819,Manufacturing,Female,Married,5.0,14.9435790506562,Mail Check,Yes
1502,1503,57,20,No,33.08,40,Salary,39686.4,57.73669908466819,Research,Male,Divorced,2.0,14.9435790506562,Direct Deposit,No
1503,1504,40,5,No,45.72,40,Salary,95097.6,57.7366990846682,Research,Female,Divorced,5.0,14.0,Mail Check,Yes
1504,1505,23,1,Yes,20.78,40,Salary,43222.4,35.0,Laboratory,Female,Single,3.0,10.0,Mail Check,Yes
1505,1506,37,3,Yes,66.0,40,Salary,137280.0,60.0,Marketing,Female,Married,5.0,8.0,Mail Check,Yes
1506,1507,54,9,No,60.69,40,Salary,126235.2,57.73669908466819,Healthcare,Male,Single,7.0,16.0,Direct Deposit,No
1507,1508,37,7,Yes,59.07,40,Salary,122865.6,61.0,Marketing,Male,Married,5.0,25.0,Mail Check,Yes
1508,1509,55,11,Yes,86.16,40,Salary,179212.8,57.73669908466819,Information Technology,Female,Married,6.0,11.0,Mail Check,Yes
1509,1510,61,16,Yes,36.86,40,Salary,76668.8,57.73669908466819,Human Resources,Female,Divorced,3.0,14.9435790506562,Mail Check,Yes
1510,1511,29,1,No,24.05,40,Salary,50024.0,27.0,Laboratory,Female,Married,1.0,13.0,Mail Check,No
1511,1512,38,5,Yes,78.32,40,Salary,162905.6,58.0,Human Resources,Female,Married,2.0,8.0,Mail Check,Yes
1512,1513,60,10,No,33.43,40,Salary,40414.4,61.0,Information Technology,Female,Married,9.0,12.0,Mail Check,No
1513,1514,45,14,No,38.86,40,Salary,80828.8,57.7366990846682,Manufacturing,Male,Single,4.0,7.0,Mail Check,Yes
1514,1515,46,10,No,52.12,40,Salary,108409.6,57.73669908466819,Marketing,Male,Married,6.0,8.0,Mail Check,Yes
1515,1516,21,1,Yes,22.42,40,Salary,46633.6,46.0,Sales,Male,Single,1.0,14.9435790506562,Mail Check,Yes
1516,1517,37,1,No,27.35,40,Salary,56888.0,39.0,Laboratory,Male,Married,5.0,7.0,Mail Check,Yes
1517,1518,39,5,No,34.73,40,Salary,72238.4,57.7366990846682,Marketing,Female,Married,3.0,14.9435790506562,Direct Deposit,Yes
1518,1519,39,9,Yes,53.34,40,Salary,110947.2,33.0,Marketing,Male,Single,5.0,15.0,Direct Deposit,No
1519,1520,49,7,Yes,33.08,40,Salary,39686.4,57.73669908466819,Manufacturing,Female,Married,2.0,22.0,Mail Check,No
1520,1521,37,8,Yes,56.68,40,Salary,117894.4,21.0,Research,Female,Single,2.0,14.9435790506562,Mail Check,No
1521,1522,44,12,Yes,91.91,40,Salary,331172.8,57.73669908466819,Research,Female,Single,3.0,23.0,Mail Check,No
1522,1523,53,17,No,70.47,40,Salary,146577.6,40.0,Research,Female,Divorced,3.0,14.9435790506562,Mail Check,Yes
1523,1524,22,1,Yes,20.06,40,Salary,41724.8,57.73669908466819,Sales,Male,Married,1.0,15.0,Mail Check,No
1524,1525,50,7,Yes,66.2,40,Salary,137696.0,27.0,Research,Female,Married,2.0,24.0,Mail Check,Yes
1525,1526,43,7,No,65.98,40,Salary,137238.4,52.0,Research,Prefer Not to Answer,Married,7.0,10.0,Direct Deposit,Yes
1526,1527,45,8,Yes,76.43,40,Salary,158974.4,57.73669908466819,Human Resources,Female,Married,4.0,19.0,Mail Check,Yes
1527,1528,52,17,No,71.81,40,Salary,149364.8,57.73669908466819,Research,Female,Divorced,3.0,21.0,Mail Check,Yes
1528,1529,33,1,Yes,30.62,40,Salary,63689.6,57.73669908466819,Manufacturing,Female,Divorced,4.0,18.0,Mail Check,Yes
1529,1530,42,6,No,89.71,40,Salary,286596.8,57.73669908466819,Sales,Female,Single,3.0,14.9435790506562,Mail Check,No
1530,1531,60,10,No,74.12,40,Salary,154169.6,89.0,Human Resources,Male,Single,8.0,18.0,Mail Check,No
1531,1532,61,15,No,51.23,40,Salary,106558.4,57.7366990846682,Information Technology,Female,Divorced,4.219985164776942,22.0,Mail Check,Yes
1532,1533,58,5,No,72.73,40,Salary,151278.4,57.73669908466819,Human Resources,Male,Single,4.219985164776942,24.0,Mail Check,No
1533,1534,58,13,No,33.05,40,Salary,68744.0,65.0,Manufacturing,Female,Divorced,8.0,14.9435790506562,Direct Deposit,No
1534,1535,58,14,No,33.01,40,Salary,39540.8,57.73669908466819,Sales,Female,Single,5.0,15.0,Mail Check,Yes
1535,1536,43,8,No,33.17,40,Salary,39873.6,57.73669908466819,Research,Male,Married,9.0,20.0,Mail Check,No
1536,1537,49,15,Yes,67.9,40,Salary,141232.0,28.0,Sales,Female,Divorced,1.0,19.0,Mail Check,Yes
1537,1538,52,8,Yes,57.33,40,Salary,133246.4,57.73669908466819,Marketing,Male,Single,8.0,17.0,Direct Deposit,No
1538,1539,59,13,Yes,38.86,40,Salary,80828.8,29.0,Sales,Male,Divorced,1.0,14.9435790506562,Mail Check,Yes
1539,1540,39,1,Yes,28.61,40,Salary,59508.8,55.0,Sales,Female,Married,1.0,16.0,Mail Check,Yes
1540,1541,46,6,Yes,32.3,40,Salary,67284.0,38.0,Research,Female,Single,4.0,14.9435790506562,Direct Deposit,Yes
1541,1542,32,4,Yes,27.78,40,Salary,57782.4,57.73669908466819,Sales,Male,Single,1.0,14.9435790506562,Mail Check,Yes
1542,1543,39,7,Yes,32.23,40,Salary,67038.4,57.73669908466819,Research,Male,Single,2.0,5.0,Mail Check,Yes
1543,1544,37,8,Yes,34.13,40,Salary,70990.4,57.73669908466819,Human Resources,Female,Single,6.0,14.9435790506562,Mail Check,Yes
1544,1545,34,1,Yes,23.04,40,Salary,47923.2,57.73669908466819,Manufacturing,Male,Married,3.0,10.0,Mail Check,No
1545,1546,54,7,Yes,65.05,40,Salary,135304.0,51.0,Laboratory,Female,Single,8.0,20.0,Direct Deposit,No
1546,1547,23,1,Yes,21.09,40,Salary,43867.2,88.0,Healthcare,Male,Married,2.0,10.0,Mail Check,No
1547,1548,40,2,Yes,87.94,40,Salary,282915.2,57.73669908466819,Sales,Male,Divorced,4.219985164776942,19.0,Mail Check,Yes
1548,1549,57,6,Yes,46.93,40,Salary,97614.4,21.0,Information Technology,Male,Married,3.0,15.0,Direct Deposit,Yes
1549,1550,40,1,Yes,31.85,40,Salary,122304.35966790037,38.0,Marketing,Female,Single,8.0,5.0,Direct Deposit,Yes
1550,1551,44,5,No,33.62,40,Salary,69929.6,77.0,Laboratory,Male,Single,5.0,19.0,Mail Check,Yes
1551,1552,49,7,No,34.27,40,Salary,71281.6,89.0,Sales,Female,Married,5.0,15.0,Mail Check,Yes
1552,1553,38,10,Yes,96.39,40,Salary,200491.2,32.0,Sales,Female,Single,6.0,25.0,Mail Check,No
1553,1554,35,2,Yes,31.12,40,Salary,64729.6,57.7366990846682,Research,Male,Single,4.0,6.0,Mail Check,Yes
1554,1555,59,6,Yes,71.21,40,Salary,148116.8,54.0,Research,Female,Single,4.0,19.0,Mail Check,No
1555,1556,30,2,No,30.45,40,Salary,63336.0,55.0,Laboratory,Male,Single,1.0,16.0,Mail Check,Yes
1556,1557,39,6,Yes,60.64,40,Salary,126131.2,23.0,Information Technology,Male,Married,6.0,22.0,Mail Check,Yes
1557,1558,51,16,No,58.1,40,Salary,120848.0,75.0,Research,Male,Divorced,1.0,20.0,Mail Check,Yes
1558,1559,38,7,No,27.92,40,Salary,58073.6,57.7366990846682,Research,Male,Divorced,2.0,17.0,Direct Deposit,No
1559,1560,49,9,No,57.99,40,Salary,120633.2,58.0,Manufacturing,Female,Single,4.0,25.0,Direct Deposit,No
1560,1561,40,2,Yes,80.88,40,Salary,168230.4,80.0,Healthcare,Female,Divorced,9.0,14.9435790506562,Mail Check,Yes
1561,1562,42,7,Yes,44.76,40,Salary,93100.8,57.73669908466819,Marketing,Female,Single,8.0,14.9435790506562,Mail Check,Yes
1562,1563,31,4,Yes,25.4,40,Salary,52832.0,57.73669908466819,Laboratory,Female,Divorced,2.0,5.0,Direct Deposit,No
1563,1564,38,10,Yes,31.11,40,Salary,64708.8,57.73669908466819,Research,Male,Married,2.0,8.0,Mail Check,Yes
1564,1565,48,6,No,70.74,40,Salary,147139.2,58.0,Information Technology,Male,Married,8.0,8.0,Mail Check,Yes
1565,1566,49,6,No,58.57,40,Salary,122825.6,36.0,Sales,Female,Married,4.219985164776942,7.0,Mail Check,Yes
1566,1567,34,6,No,28.62,40,Salary,38729.6,57.73669908466819,Sales,Male,Married,2.0,11.0,Mail Check,No
1567,1568,44,10,Yes,75.79,40,Salary,157643.2,57.73669908466819,Manufacturing,Male,Married,4.219985164776942,20.0,Mail Check,Yes
1568,1569,30,7,Yes,24.93,40,Salary,52854.4,57.7366990846682,Sales,Female,Married,3.0,10.0,Mail Check,No
1569,1570,53,12,Yes,44.64,40,Salary,92851.2,28.0,Research,Male,Married,8.0,14.9435790506562,Direct Deposit,Yes
1570,1571,52,6,Yes,97.87,40,Salary,203569.6,57.73669908466819,Marketing,Female,Divorced,8.0,9.0,Direct Deposit,Yes
1571,1572,60,10,Yes,37.05,40,Salary,77064.0,26.0,Healthcare,Female,Single,5.0,8.0,Direct Deposit,Yes
1572,1573,41,3,Yes,41.2,40,Salary,85696.0,53.0,Healthcare,Female,Single,5.0,11.0,Mail Check,Yes
1573,1574,42,10,No,82.27,40,Salary,171121.6,84.0,Research,Female,Divorced,3.0,17.0,Mail Check,Yes
1574,1575,37,8,No,68.67,40,Salary,142833.6,42.0,Information Technology,Male,Single,3.0,17.0,Mail Check,No
1575,1576,49,13,Yes,55.21,40,Salary,114836.8,57.73669908466819,Sales,Female,Married,4.0,14.9435790506562,Mail Check,Yes
1576,1577,45,12,Yes,58.06,40,Salary,120764.8,57.73669908466819,Human Resources,Male,Married,4.0,14.9435790506562,Mail Check,Yes
1577,1578,53,14,Yes,50.1,40,Salary,104208.0,84.0,Healthcare,Male,Married,6.0,14.9435790506562,Direct Deposit,Yes
1578,1579,23,1,Yes,20.37,40,Salary,42369.6,51.0,Laboratory,Female,Married,2.0,9.0,Mail Check,No
1579,1580,48,19,Yes,40.2,40,Salary,83616.0,74.0,Research,Female,Divorced,4.0,14.9435790506562,Mail Check,Yes
1580,1581,49,8,Yes,83.03,40,Salary,172702.4,58.0,Sales,Female,Single,4.219985164776942,13.0,Direct Deposit,No
